Date,Amount,Category,Description,Payment Method
2024-08-13,2102.08,Shopping,Gift shopping,UPI
2024-09-20,1772.31,Entertainment,Netflix subscription,Credit Card
2024-12-15,4934.84,Entertainment,Concert ticket,Credit Card
2024-09-03,2974.65,Education,Exam registration,Net Banking
2025-03-03,4815.23,Health,Health insurance,Credit Card
2024-08-27,4174.63,Food,Coffee at Starbucks,Cash
2024-06-15,4240.33,Food,Lunch at Subway,Cash
2024-10-20,107.53,Food,Groceries from Walmart,Cash
2024-06-14,3669.59,Entertainment,Spotify subscription,UPI
2024-09-10,2107.51,Utilities,Water bill,Debit Card
2025-01-25,141.91,Entertainment,Spotify subscription,Cash
2024-07-19,3081.43,Food,Coffee at Starbucks,Net Banking
2024-11-10,3305.02,Entertainment,Spotify subscription,Debit Card
2024-06-19,1549.83,Shopping,Mobile accessories,Credit Card
2024-10-19,3378.4,Transport,Gas refill,Debit Card
2024-11-13,2992.58,Transport,Uber ride,Cash
2024-07-12,232.4,Transport,Uber ride,Debit Card
2024-12-05,1567.04,Health,Health insurance,Credit Card
2024-12-05,3091.75,Travel,Cab from airport,UPI
2024-10-04,4181.94,Others,Stationery,UPI
2025-01-16,3815.67,Education,Exam registration,UPI
2024-10-08,2044.58,Food,Lunch at Subway,Debit Card
2024-06-04,3123.6,Transport,Bus fare,Credit Card
2025-05-09,2352.83,Entertainment,Game purchase,Net Banking
2025-03-11,712.93,Entertainment,Movie ticket,Cash
2025-01-23,2000.81,Shopping,Bought shoes,UPI
2024-12-03,2818.58,Entertainment,Game purchase,Net Banking
2024-10-20,1825.81,Transport,Gas refill,Cash
2025-03-06,4731.04,Food,Groceries from Walmart,UPI
2024-10-27,1698.1,Shopping,Bought shoes,Credit Card
2024-07-08,3927.22,Health,Medical test,Cash
2024-09-01,4257.07,Shopping,New clothes,Cash
2025-01-15,2240.66,Food,Coffee at Starbucks,Debit Card
2024-09-02,2579.19,Utilities,Water bill,Net Banking
2024-07-11,3709.11,Transport,Bus fare,Cash
2024-11-03,2622.08,Food,Coffee at Starbucks,Credit Card
2024-12-04,2676.13,Food,Lunch at Subway,Net Banking
2025-02-24,2195.95,Utilities,Gas bill,UPI
2024-10-20,2015.29,Travel,Flight booking,Debit Card
2024-05-20,3371.8,Others,Charity donation,Debit Card
2024-11-05,3810.17,Shopping,Gift shopping,Net Banking
2024-06-07,4806.85,Travel,Travel insurance,UPI
2024-09-21,4613.45,Shopping,New clothes,Net Banking
2025-04-17,2682.0,Entertainment,Spotify subscription,Cash
2024-10-28,2224.86,Entertainment,Game purchase,Credit Card
2025-03-01,2253.19,Education,Online course,Debit Card
2024-11-01,1326.82,Travel,Train reservation,Credit Card
2025-04-02,2159.35,Food,Snacks from 7-Eleven,Debit Card
2025-01-12,2580.48,Utilities,Water bill,Credit Card
2025-02-15,1929.84,Travel,Flight booking,Cash
2025-02-13,1875.32,Others,Stationery,Debit Card
2025-03-17,4673.62,Food,Dinner at KFC,Debit Card
2024-05-15,2050.46,Entertainment,Spotify subscription,Cash
2024-08-10,2739.79,Food,Snacks from 7-Eleven,Cash
2024-09-05,2286.22,Education,Exam registration,Debit Card
2024-09-28,4402.39,Entertainment,Game purchase,Debit Card
2024-06-16,333.28,Utilities,Mobile bill,UPI
2025-04-26,297.15,Others,Charity donation,Debit Card
2024-09-27,2326.66,Shopping,Amazon order,Credit Card
2024-08-22,3507.68,Others,Random expense,UPI
2024-06-22,4304.2,Transport,Bus fare,UPI
2024-05-19,3958.93,Shopping,New clothes,Net Banking
2025-03-23,3220.91,Health,Pharmacy purchase,UPI
2025-04-02,1794.54,Travel,Hotel stay,Net Banking
2024-08-04,4879.71,Health,Medical test,Net Banking
2025-03-06,4951.21,Others,Random expense,Credit Card
2024-08-17,4201.74,Food,Dinner at KFC,Credit Card
2024-10-25,422.69,Utilities,Mobile bill,Net Banking
2025-03-19,2964.88,Education,Online course,Net Banking
2024-10-17,2034.12,Utilities,Mobile bill,UPI
2025-02-11,2331.25,Travel,Flight booking,Net Banking
2024-11-16,4696.73,Utilities,Mobile bill,Net Banking
2024-06-18,1062.29,Others,Pet food,Debit Card
2024-09-20,1454.28,Entertainment,Netflix subscription,Credit Card
2024-11-29,1351.69,Travel,Train reservation,Cash
2024-07-12,61.85,Transport,Bus fare,UPI
2024-09-28,4889.38,Shopping,Amazon order,UPI
2024-07-31,410.13,Health,Health insurance,Net Banking
2024-10-07,3672.56,Shopping,New clothes,Net Banking
2024-07-11,4428.6,Food,Lunch at Subway,UPI
2025-02-24,1177.88,Utilities,Gas bill,Credit Card
2025-04-28,3836.55,Shopping,Bought shoes,Credit Card
2024-06-11,95.44,Education,Learning app subscription,Cash
2024-11-16,1266.47,Shopping,Bought shoes,UPI
2025-02-09,2287.56,Transport,Car maintenance,Cash
2024-12-26,4400.48,Transport,Bus fare,Credit Card
2024-11-19,4988.33,Others,Pet food,UPI
2025-02-02,86.05,Utilities,Internet recharge,Debit Card
2024-07-08,1653.73,Travel,Hotel stay,Debit Card
2025-01-15,479.12,Food,Dinner at KFC,Net Banking
2024-11-02,4301.44,Food,Coffee at Starbucks,Cash
2024-06-08,4396.55,Food,Dinner at KFC,Debit Card
2025-01-18,4585.2,Utilities,Mobile bill,Credit Card
2024-07-17,4554.09,Utilities,Mobile bill,Cash
2025-03-30,2301.74,Health,Doctor visit,Debit Card
2025-04-12,4879.23,Health,Health insurance,Debit Card
2024-08-10,353.25,Entertainment,Game purchase,Net Banking
2024-10-18,3202.29,Travel,Travel insurance,Credit Card
2024-06-23,3033.06,Utilities,Water bill,UPI
2025-04-29,2432.95,Utilities,Mobile bill,Debit Card
2025-05-07,316.77,Transport,Train ticket,Net Banking
2024-11-02,1653.88,Travel,Travel insurance,UPI
2025-04-25,1421.04,Food,Snacks from 7-Eleven,UPI
2024-10-16,3895.8,Health,Health insurance,Net Banking
2025-03-03,2515.32,Utilities,Water bill,Debit Card
2024-08-22,3628.01,Transport,Train ticket,Cash
2024-07-26,1012.0,Entertainment,Concert ticket,UPI
2024-08-08,768.72,Entertainment,Movie ticket,Credit Card
2024-12-29,3860.44,Food,Dinner at KFC,UPI
2024-07-13,1982.69,Education,Online course,Cash
2025-01-26,4145.72,Travel,Train reservation,Net Banking
2024-07-13,3517.82,Food,Snacks from 7-Eleven,Net Banking
2024-12-29,2770.0,Shopping,Mobile accessories,Cash
2024-12-09,3665.69,Others,Stationery,Debit Card
2024-05-19,3619.95,Education,Book purchase,Credit Card
2025-03-16,3103.56,Travel,Cab from airport,Net Banking
2025-02-02,3573.08,Others,Stationery,Debit Card
2025-01-23,3607.02,Others,Charity donation,UPI
2024-12-07,146.27,Food,Coffee at Starbucks,Cash
2024-05-13,567.93,Health,Health insurance,Net Banking
2024-11-07,700.9,Food,Snacks from 7-Eleven,Net Banking
2025-03-26,4896.49,Education,Learning app subscription,UPI
2025-05-03,4166.89,Transport,Train ticket,Credit Card
2025-03-28,1522.02,Education,Online course,UPI
2024-06-08,2618.48,Others,Charity donation,Net Banking
2024-10-17,3509.24,Travel,Cab from airport,Debit Card
2024-05-27,462.49,Transport,Bus fare,UPI
2025-02-07,520.41,Transport,Uber ride,Cash
2024-05-28,615.25,Food,Coffee at Starbucks,Debit Card
2025-03-13,1479.27,Health,Medical test,Debit Card
2025-02-21,3546.84,Health,Pharmacy purchase,UPI
2025-03-12,1838.86,Shopping,Amazon order,Debit Card
2025-04-08,4827.44,Utilities,Electricity bill,Cash
2025-01-17,1424.4,Entertainment,Netflix subscription,UPI
2024-08-26,4951.23,Health,Medical test,Debit Card
2024-07-24,4604.92,Entertainment,Concert ticket,Credit Card
2025-03-29,1450.2,Transport,Gas refill,Debit Card
2024-11-15,4949.91,Health,Medical test,UPI
2024-11-28,2621.36,Transport,Uber ride,Credit Card
2024-12-18,148.1,Education,Tuition fee,UPI
2025-05-01,4688.78,Food,Dinner at KFC,Net Banking
2024-06-24,1941.18,Entertainment,Netflix subscription,Credit Card
2025-03-10,3668.01,Utilities,Water bill,Debit Card
2025-02-21,2452.65,Health,Gym membership,Cash
2024-09-03,1156.37,Utilities,Gas bill,Credit Card
2025-02-23,3273.46,Food,Coffee at Starbucks,Cash
2025-01-13,4265.35,Others,Random expense,UPI
2024-05-15,1416.52,Education,Tuition fee,Cash
2025-01-20,617.9,Food,Dinner at KFC,Debit Card
2025-05-07,2482.9,Others,Stationery,Cash
2025-01-29,1397.99,Transport,Gas refill,Credit Card
2025-04-25,3798.87,Entertainment,Game purchase,Debit Card
2024-11-06,956.3,Food,Coffee at Starbucks,Cash
2024-09-05,1946.06,Food,Snacks from 7-Eleven,Cash
2024-11-08,4504.69,Health,Doctor visit,UPI
2024-07-02,2768.39,Education,Online course,Net Banking
2025-04-09,1380.06,Food,Groceries from Walmart,Debit Card
2025-01-29,4744.59,Transport,Bus fare,Cash
2024-08-04,2855.95,Food,Snacks from 7-Eleven,Credit Card
2025-01-18,702.1,Food,Lunch at Subway,Credit Card
2024-06-14,3134.59,Education,Exam registration,Debit Card
2025-03-27,260.68,Transport,Bus fare,Net Banking
2024-09-16,4687.01,Education,Exam registration,Debit Card
2024-10-05,4526.04,Transport,Uber ride,Debit Card
2025-04-25,3886.42,Utilities,Gas bill,UPI
2025-01-15,3734.99,Health,Pharmacy purchase,Debit Card
2025-04-22,1012.39,Transport,Uber ride,Cash
2025-04-22,4105.3,Transport,Uber ride,Cash
2025-02-07,3983.18,Utilities,Water bill,Net Banking
2024-08-08,998.8,Utilities,Gas bill,Cash
2024-07-31,4524.49,Food,Lunch at Subway,Cash
2024-12-27,4644.0,Travel,Travel insurance,UPI
2024-07-10,4639.67,Entertainment,Game purchase,Debit Card
2025-02-22,2429.62,Entertainment,Spotify subscription,Credit Card
2025-01-28,4626.98,Education,Tuition fee,Net Banking
2024-07-23,1860.57,Others,Charity donation,Net Banking
2024-08-21,371.15,Others,Stationery,Net Banking
2025-04-09,3455.06,Utilities,Internet recharge,Cash
2024-08-28,1899.37,Travel,Hotel stay,Credit Card
2024-10-27,2065.36,Food,Snacks from 7-Eleven,Credit Card
2024-08-30,3151.59,Others,Stationery,Net Banking
2025-04-04,4389.24,Education,Online course,Credit Card
2025-03-24,2201.15,Travel,Cab from airport,Debit Card
2024-07-02,2710.72,Health,Medical test,Credit Card
2025-03-01,3275.31,Health,Doctor visit,Net Banking
2024-06-10,3686.99,Food,Lunch at Subway,Debit Card
2025-04-15,1916.34,Others,Laundry,Debit Card
2025-01-01,2273.36,Health,Health insurance,Cash
2025-03-17,743.87,Travel,Hotel stay,Net Banking
2025-01-26,125.01,Others,Laundry,UPI
2024-08-22,3252.78,Travel,Travel insurance,UPI
2024-05-30,3727.0,Education,Learning app subscription,Net Banking
2025-04-08,644.84,Utilities,Electricity bill,UPI
2025-01-31,2084.63,Utilities,Mobile bill,Debit Card
2025-03-20,592.94,Health,Medical test,UPI
2024-06-23,3634.33,Shopping,Gift shopping,Net Banking
2024-10-02,142.3,Others,Charity donation,Credit Card
2025-04-19,894.31,Shopping,Mobile accessories,Debit Card
2025-03-16,2089.83,Food,Groceries from Walmart,UPI
2025-01-17,1635.02,Others,Stationery,Debit Card
2024-05-12,2461.47,Transport,Bus fare,UPI
2024-11-17,2056.7,Food,Dinner at KFC,Credit Card
2025-02-27,3833.03,Transport,Gas refill,UPI
2024-11-06,3114.22,Transport,Bus fare,Credit Card
2024-12-31,1908.33,Education,Book purchase,UPI
2024-12-04,2042.82,Shopping,Mobile accessories,Credit Card
2024-06-21,857.72,Health,Gym membership,UPI
2024-08-12,150.17,Food,Groceries from Walmart,Net Banking
2024-08-20,4750.96,Health,Health insurance,UPI
2024-09-07,2559.38,Transport,Car maintenance,Net Banking
2025-01-25,4759.1,Utilities,Internet recharge,UPI
2025-05-06,1743.39,Others,Random expense,Cash
2024-07-27,4304.58,Shopping,Gift shopping,Cash
2024-11-29,4865.78,Transport,Train ticket,Cash
2025-02-18,3568.02,Others,Pet food,Debit Card
2024-08-18,3317.3,Transport,Train ticket,Net Banking
2024-12-01,3226.29,Transport,Car maintenance,Debit Card
2024-09-01,151.35,Entertainment,Game purchase,Debit Card
2025-01-06,1282.28,Others,Pet food,Cash
2024-07-08,2861.04,Utilities,Internet recharge,UPI
2024-12-19,3092.85,Utilities,Electricity bill,Debit Card
2024-11-16,3473.72,Transport,Uber ride,Net Banking
2024-10-11,1392.83,Food,Snacks from 7-Eleven,Credit Card
2025-02-07,4828.61,Utilities,Gas bill,Credit Card
2025-04-28,363.78,Entertainment,Concert ticket,Net Banking
2025-04-04,2150.17,Utilities,Internet recharge,Cash
2024-08-11,403.32,Transport,Train ticket,Debit Card
2025-03-08,2379.04,Transport,Uber ride,Cash
2025-01-20,3756.13,Shopping,New clothes,Net Banking
2024-12-04,3821.85,Others,Charity donation,Debit Card
2024-12-02,1690.88,Shopping,Amazon order,Cash
2025-02-18,2902.88,Education,Book purchase,Credit Card
2025-03-14,2811.4,Shopping,New clothes,Net Banking
2024-08-08,4154.94,Education,Online course,Debit Card
2025-02-01,3485.35,Transport,Car maintenance,UPI
2024-08-16,4050.87,Utilities,Internet recharge,Cash
2024-12-12,2814.03,Travel,Cab from airport,Credit Card
2024-09-30,1062.66,Travel,Train reservation,UPI
2025-01-01,2698.52,Utilities,Internet recharge,Credit Card
2024-07-31,3482.41,Education,Book purchase,Cash
2024-05-29,2279.58,Transport,Car maintenance,Cash
2024-12-06,4582.7,Entertainment,Game purchase,Cash
2025-02-06,1553.79,Entertainment,Concert ticket,Debit Card
2024-09-15,1101.08,Entertainment,Concert ticket,Debit Card
2025-03-16,1064.87,Shopping,Gift shopping,Net Banking
2024-12-27,2257.02,Transport,Car maintenance,Debit Card
2025-04-28,2083.66,Others,Random expense,Debit Card
2024-12-15,4069.69,Shopping,New clothes,Credit Card
2025-03-05,4809.87,Education,Book purchase,UPI
2025-02-02,1485.93,Food,Dinner at KFC,Credit Card
2024-10-29,2281.65,Shopping,Gift shopping,Cash
2025-04-01,4532.8,Education,Online course,Cash
2025-04-09,4017.79,Others,Stationery,Cash
2024-05-26,2163.33,Others,Laundry,Cash
2024-12-08,4556.79,Others,Random expense,Net Banking
2024-05-27,447.0,Entertainment,Game purchase,Net Banking
2025-05-01,879.48,Transport,Train ticket,Debit Card
2024-12-11,2534.36,Travel,Train reservation,Credit Card
2024-12-18,1427.68,Food,Coffee at Starbucks,Net Banking
2024-07-17,3298.04,Education,Exam registration,Debit Card
2024-08-05,4865.14,Travel,Travel insurance,Credit Card
2024-07-17,4650.11,Food,Dinner at KFC,Debit Card
2025-03-17,3937.5,Health,Pharmacy purchase,Debit Card
2025-02-22,1667.89,Education,Learning app subscription,Net Banking
2025-01-31,1436.83,Transport,Bus fare,Credit Card
2025-02-20,2563.49,Health,Doctor visit,UPI
2024-12-16,3705.81,Entertainment,Movie ticket,Cash
2025-03-23,2436.43,Others,Stationery,Net Banking
2024-11-06,4871.25,Travel,Travel insurance,UPI
2025-03-04,3044.48,Travel,Flight booking,Credit Card
2025-01-26,3684.28,Transport,Train ticket,Credit Card
2025-03-15,2131.65,Education,Tuition fee,Credit Card
2024-12-08,1836.35,Travel,Hotel stay,Debit Card
2025-04-19,2622.67,Entertainment,Concert ticket,Cash
2025-03-14,4508.01,Shopping,Mobile accessories,Debit Card
2025-03-25,1266.99,Utilities,Mobile bill,Credit Card
2025-01-22,4927.55,Transport,Car maintenance,UPI
2025-02-22,423.26,Entertainment,Spotify subscription,UPI
2025-03-01,4702.08,Others,Charity donation,UPI
2024-09-04,2506.62,Others,Random expense,Debit Card
2025-04-06,3512.59,Shopping,Bought shoes,Debit Card
2024-11-03,2867.78,Others,Charity donation,Debit Card
2024-11-16,3761.03,Health,Doctor visit,Cash
2025-03-16,3834.73,Education,Learning app subscription,Credit Card
2025-05-04,4210.26,Food,Dinner at KFC,UPI
2024-12-09,4152.28,Transport,Bus fare,UPI
2024-07-13,835.95,Shopping,Gift shopping,Net Banking
2025-01-02,3261.5,Entertainment,Spotify subscription,Net Banking
2024-11-21,770.7,Others,Charity donation,Credit Card
2024-08-31,945.13,Food,Snacks from 7-Eleven,Credit Card
2024-09-17,306.21,Travel,Train reservation,Net Banking
2025-04-18,1663.61,Health,Gym membership,Cash
2025-04-11,2572.67,Others,Stationery,UPI
2025-02-03,4746.69,Utilities,Gas bill,Debit Card
2024-08-17,1663.79,Shopping,Gift shopping,Debit Card
2024-10-25,269.0,Entertainment,Game purchase,UPI
2024-05-16,4102.44,Entertainment,Game purchase,UPI
2024-09-18,3098.36,Health,Gym membership,Debit Card
2024-12-10,2542.92,Food,Groceries from Walmart,UPI
2024-06-27,1544.03,Shopping,Gift shopping,UPI
2024-09-12,4154.87,Education,Book purchase,Cash
2025-04-01,2290.44,Transport,Gas refill,Credit Card
2024-12-05,4291.36,Travel,Cab from airport,Debit Card
2024-09-27,1586.04,Utilities,Internet recharge,UPI
2024-06-26,2498.62,Health,Gym membership,Net Banking
2024-09-01,3350.86,Utilities,Water bill,UPI
2024-07-07,2303.89,Entertainment,Spotify subscription,UPI
2024-06-18,76.28,Travel,Flight booking,UPI
2025-04-21,1405.35,Transport,Uber ride,Credit Card
2024-11-05,2152.77,Food,Lunch at Subway,UPI
2024-10-18,3774.11,Travel,Hotel stay,Credit Card
2024-12-16,2204.85,Transport,Train ticket,Credit Card
2024-08-16,1165.2,Shopping,New clothes,UPI
2025-02-25,3452.66,Transport,Car maintenance,UPI
2025-04-08,192.18,Others,Stationery,Debit Card
2024-10-24,2991.97,Education,Book purchase,Cash
2024-06-11,2345.49,Health,Health insurance,UPI
2024-09-25,2823.18,Entertainment,Movie ticket,Cash
2024-10-26,3646.56,Health,Pharmacy purchase,Credit Card
2024-10-24,629.16,Health,Medical test,Credit Card
2025-01-18,2778.93,Entertainment,Concert ticket,Debit Card
2024-10-05,3055.45,Entertainment,Netflix subscription,Debit Card
2025-04-20,515.98,Education,Exam registration,Cash
2025-04-05,3906.29,Food,Coffee at Starbucks,UPI
2024-10-30,4092.14,Shopping,Mobile accessories,Cash
2024-12-10,1694.67,Transport,Car maintenance,UPI
2024-06-17,2329.19,Utilities,Mobile bill,UPI
2024-08-31,4336.34,Shopping,Mobile accessories,Debit Card
2024-07-10,3968.27,Shopping,Mobile accessories,UPI
2024-09-01,2729.95,Food,Dinner at KFC,Cash
2025-03-23,519.88,Utilities,Internet recharge,Cash
2025-04-06,4360.57,Others,Random expense,Debit Card
2024-10-30,481.45,Utilities,Water bill,Credit Card
2025-02-09,934.06,Health,Gym membership,Net Banking
2024-08-06,4825.72,Education,Book purchase,Cash
2024-06-13,4016.02,Shopping,Mobile accessories,Debit Card
2024-07-04,292.79,Transport,Car maintenance,Net Banking
2024-08-04,454.29,Entertainment,Concert ticket,Credit Card
2025-03-16,823.26,Shopping,Amazon order,Credit Card
2024-08-31,1790.68,Food,Dinner at KFC,Credit Card
2025-01-03,1128.91,Shopping,Amazon order,UPI
2024-06-26,857.59,Education,Learning app subscription,Net Banking
2025-01-26,2665.67,Shopping,Gift shopping,Debit Card
2024-12-08,3460.06,Food,Lunch at Subway,Net Banking
2025-01-17,4960.71,Others,Laundry,Cash
2025-04-26,1686.63,Entertainment,Concert ticket,UPI
2025-04-16,1409.19,Utilities,Electricity bill,Net Banking
2024-07-31,2074.29,Others,Pet food,UPI
2025-02-16,1399.5,Education,Exam registration,Cash
2025-02-04,2264.44,Education,Tuition fee,UPI
2024-08-10,4101.05,Travel,Flight booking,Debit Card
2024-07-07,1073.84,Entertainment,Movie ticket,Debit Card
2024-06-30,519.55,Others,Pet food,Net Banking
2024-08-14,541.83,Transport,Bus fare,UPI
2025-02-11,1964.11,Food,Groceries from Walmart,Cash
2024-12-29,4688.92,Food,Dinner at KFC,Credit Card
2024-06-10,500.78,Entertainment,Netflix subscription,Net Banking
2024-05-31,2424.36,Shopping,Mobile accessories,Net Banking
2024-08-04,1638.62,Utilities,Water bill,Debit Card
2025-04-11,798.75,Entertainment,Spotify subscription,Credit Card
2024-10-21,1942.28,Food,Lunch at Subway,Net Banking
2024-07-27,4294.33,Others,Charity donation,Credit Card
2024-08-23,387.38,Others,Charity donation,Debit Card
2024-08-08,2165.68,Entertainment,Concert ticket,Credit Card
2024-09-09,4404.47,Health,Gym membership,Credit Card
2024-11-10,2994.25,Education,Learning app subscription,Cash
2024-06-26,4778.66,Travel,Hotel stay,Debit Card
2024-08-24,2165.82,Shopping,Amazon order,Debit Card
2024-12-05,2395.5,Food,Groceries from Walmart,Net Banking
2024-11-23,3039.58,Shopping,Gift shopping,Net Banking
2024-10-27,4978.54,Transport,Bus fare,Cash
2025-01-10,2800.88,Food,Dinner at KFC,Cash
2024-12-10,745.41,Utilities,Electricity bill,Credit Card
2024-07-06,609.31,Entertainment,Spotify subscription,Credit Card
2024-11-02,3779.44,Food,Lunch at Subway,Debit Card
